DexNumber,Name,Category,Ability1,Ability2,HiddenAbility,Generation,Hp,Attack,Defense,SpecialAttack,SpecialDefense,Speed,TotalStats,Weight,Height,GenderProbM,NoGender,CatchRate,EggCycles,LevelingRate,BaseFriendship,IsLegendary,IsMythical,IsUltraBeast,HasMega,EvoStage,TotalEvoStages,PreevoName,Type_Bug,Type_Dark,Type_Dragon,Type_Electric,Type_Fairy,Type_Fighting,Type_Fire,Type_Flying,Type_Ghost,Type_Grass,Type_Ground,Type_Ice,Type_Normal,Type_Poison,Type_Psychic,Type_Rock,Type_Steel,Type_Water,DamageFromNormal,DamageFromFighting,DamageFromFlying,DamageFromPoison,DamageFromGround,DamageFromRock,DamageFromBug,DamageFromGhost,DamageFromSteel,DamageFromFire,DamageFromWater,DamageFromGrass,DamageFromElectric,DamageFromPsychic,DamageFromIce,DamageFromDragon,DamageFromDark,DamageFromFairy,Egg_Amorphous,Egg_Bug,Egg_Ditto,Egg_Dragon,Egg_Fairy,Egg_Field,Egg_Flying,Egg_Grass,Egg_Human-Like,Egg_Mineral,Egg_Monster,Egg_No Eggs Discovered,Egg_Water 1,Egg_Water 2,Egg_Water 3
187,Hoppip,Cottonweed Pokémon,Chlorophyll,Leaf Guard,Infiltrator,2,35,35,40,35,55,50,250,0.5,0.4,0.5,0,255,20,1059860,70,0,0,0,0,1,3,No Preevolution,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.0,0.5,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.5,0.25,1.0,1.0,4.0,1.0,1.0,1.0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0
188,Skiploom,Cottonweed Pokémon,Chlorophyll,Leaf Guard,Infiltrator,2,55,45,50,45,65,80,340,1.0,0.6,0.5,0,120,20,1059860,70,0,0,0,0,2,3,Hoppip,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.0,0.5,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.5,0.25,1.0,1.0,4.0,1.0,1.0,1.0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0
189,Jumpluff,Cottonweed Pokémon,Chlorophyll,Leaf Guard,Infiltrator,2,75,55,70,55,95,110,460,3.0,0.8,0.5,0,45,20,1059860,70,0,0,0,0,3,3,Skiploom,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.0,0.5,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.5,0.25,1.0,1.0,4.0,1.0,1.0,1.0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0
190,Aipom,Long Tail Pokémon,Run Away,Pickup,Skill Link,2,55,70,55,40,55,85,360,11.5,0.8,0.5,0,45,20,800000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
191,Sunkern,Seed Pokémon,Chlorophyll,Solar Power,Early Bird,2,30,30,30,30,30,30,180,1.8,0.3,0.5,0,235,20,1059860,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0
192,Sunflora,Sun Pokémon,Chlorophyll,Solar Power,Early Bird,2,75,75,55,105,85,30,425,8.5,0.8,0.5,0,120,20,1059860,70,0,0,0,0,2,2,Sunkern,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0
193,Yanma,Clear Wing Pokémon,Speed Boost,Compound Eyes,Frisk,2,65,65,45,75,45,95,390,38.0,1.2,0.5,0,75,20,1000000,70,0,0,0,0,1,2,No Preevolution,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0
194,Wooper,Water Fish Pokémon,Damp,Water Absorb,Unaware,2,55,45,45,25,25,15,210,8.5,0.4,0.5,0,255,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0
194,Paldean Wooper,Water Fish Pokémon,Poison Point,Water Absorb,Unaware,9,55,45,45,25,25,15,210,8.5,0.4,0.5,0,255,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,0.5,1.0,0.25,2.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.5,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0
195,Quagsire,Water Fish Pokémon,Damp,Water Absorb,Unaware,2,95,85,85,65,65,35,430,75.0,1.4,0.5,0,90,20,1000000,70,0,0,0,0,2,2,Wooper,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0
196,Espeon,Sun Pokémon,Synchronize,None,Magic Bounce,2,65,65,60,130,95,110,525,26.5,0.9,0.875,0,45,35,1000000,70,0,0,0,0,2,2,Eevee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
197,Umbreon,Moonlight Pokémon,Synchronize,None,Inner Focus,2,95,65,110,60,130,65,525,27.0,1.0,0.875,0,45,35,1000000,35,0,0,0,0,2,2,Eevee,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
198,Murkrow,Darkness Pokémon,Insomnia,Super Luck,Prankster,2,60,85,42,85,42,91,405,2.1,0.5,0.5,0,30,20,1059860,35,0,0,0,0,1,2,No Preevolution,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,0.0,2.0,1.0,0.5,2.0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0
199,Slowking,Royal Pokémon,Oblivious,Own Tempo,Regenerator,2,95,75,80,100,110,30,490,79.5,2.0,0.5,0,70,20,1000000,70,0,0,0,0,2,2,Slowpoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,2.0,2.0,0.5,0.5,1.0,2.0,1.0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,0
199,Galarian Slowking,Royal Pokémon,Curious Medicine,Own Tempo,Regenerator,8,95,65,80,110,110,30,490,79.5,2.0,0.5,0,70,20,1000000,70,0,0,0,0,2,2,Galarian Slowpoke,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0,0.25,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,0
200,Misdreavus,Screech Pokémon,Levitate,None,None,2,60,60,60,85,85,85,435,1.0,0.7,0.5,0,45,25,800000,35,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
201,Unown One Form,Symbol Pokémon,Levitate,None,None,2,48,72,48,72,48,48,336,5.0,0.5,0.5,1,225,40,1000000,70,0,0,0,0,1,1,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0
202,Wobbuffet,Patient Pokémon,Shadow Tag,None,Telepathy,2,190,33,58,33,58,33,405,28.5,1.3,0.5,0,45,20,1000000,70,0,0,0,0,2,2,Wynaut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
203,Girafarig,Long Neck Pokémon,Inner Focus,Early Bird,Sap Sipper,2,70,80,65,90,65,85,455,41.5,1.5,0.5,0,60,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
204,Pineco,Bagworm Pokémon,Sturdy,None,Overcoat,2,50,65,90,35,35,15,290,7.2,0.6,0.5,0,190,20,1000000,70,0,0,0,0,1,2,No Preevolution,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0
205,Forretress,Bagworm Pokémon,Sturdy,None,Overcoat,2,75,90,140,60,60,40,465,125.8,1.2,0.5,0,75,20,1000000,70,0,0,0,0,2,2,Pineco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,0.5,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0
206,Dunsparce,Land Snake Pokémon,Serene Grace,Run Away,Rattled,2,100,70,70,65,65,45,415,14.0,1.5,0.5,0,190,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
207,Gligar,Fly Scorpion Pokémon,Hyper Cutter,Sand Veil,Immunity,2,65,75,105,35,65,85,430,64.8,1.1,0.5,0,60,20,1059860,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0,0.5,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0
208,Steelix,Iron Snake Pokémon,Rock Head,Sturdy,Sheer Force,2,75,85,200,55,65,30,510,400.0,9.2,0.5,0,25,25,1000000,70,0,0,0,1,2,2,Onix,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.5,2.0,0.5,0.0,2.0,0.25,0.5,1.0,0.5,2.0,2.0,1.0,0.0,0.5,1.0,0.5,1.0,0.5,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0
209,Snubbull,Fairy Pokémon,Intimidate,Run Away,Rattled,2,60,80,50,40,40,30,300,7.8,0.6,0.25,0,190,20,800000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0
210,Granbull,Fairy Pokémon,Intimidate,Quick Feet,Rattled,2,90,120,75,60,60,45,450,48.7,1.4,0.25,0,75,20,800000,70,0,0,0,0,2,2,Snubbull,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0
211,Qwilfish,Balloon Pokémon,Poison Point,Swift Swim,Intimidate,2,65,95,85,55,55,85,440,3.9,0.5,0.5,0,45,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,0.5,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0
211,Hisuian Qwilfish,Balloon Pokémon,Poison Point,Swift Swim,Intimidate,8,65,95,85,55,55,85,440,3.9,0.5,0.5,0,45,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,1.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0
212,Scizor,Pincer Pokémon,Swarm,Technician,Light Metal,2,70,130,100,55,80,65,500,118.0,1.8,0.5,0,25,25,1000000,70,0,0,0,1,2,2,Scyther,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,0.5,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0
213,Shuckle,Mold Pokémon,Sturdy,Gluttony,Contrary,2,20,10,230,10,230,5,505,20.5,0.6,0.5,0,190,20,1059860,70,0,0,0,0,1,1,No Preevolution,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0
214,Heracross,Single Horn Pokémon,Swarm,Guts,Moxie,2,80,125,75,40,95,85,500,54.0,1.5,0.5,0,45,25,1250000,70,0,0,0,1,1,1,No Preevolution,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.5,4.0,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0
215,Sneasel,Sharp Claw Pokémon,Inner Focus,Keen Eye,Pickpocket,2,55,95,55,35,75,115,430,28.0,0.9,0.5,0,60,20,1059860,35,0,0,0,0,1,2,No Preevolution,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,2.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
215,Hisuian Sneasel,Sharp Claw Pokémon,Inner Focus,Keen Eye,Pickpocket,8,55,95,55,35,75,115,430,28.0,0.9,0.5,0,60,20,1059860,35,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.5,2.0,0.5,2.0,0.5,0.25,1.0,1.0,1.0,1.0,0.5,1.0,4.0,1.0,1.0,0.5,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
216,Teddiursa,Little Bear Pokémon,Pickup,Quick Feet,Honey Gather,2,60,80,50,50,50,40,330,8.8,0.6,0.5,0,120,20,1000000,70,0,0,0,0,1,3,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
217,Ursaring,Hibernator Pokémon,Guts,Quick Feet,Unnerve,2,90,130,75,75,75,55,500,125.8,1.8,0.5,0,60,20,1000000,70,0,0,0,0,2,3,Teddiursa,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
218,Slugma,Lava Pokémon,Magma Armor,Flame Body,Weak Armor,2,40,40,40,70,40,20,250,35.0,0.7,0.5,0,190,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
219,Magcargo,Lava Pokémon,Magma Armor,Flame Body,Weak Armor,2,60,50,120,90,80,30,430,55.0,0.8,0.5,0,75,20,1000000,70,0,0,0,0,2,2,Slugma,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5,2.0,0.5,0.5,4.0,2.0,0.5,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
220,Swinub,Pig Pokémon,Oblivious,Snow Cloak,Thick Fat,2,50,50,40,30,30,50,250,6.5,0.4,0.5,0,225,20,1250000,70,0,0,0,0,1,3,No Preevolution,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
221,Piloswine,Swine Pokémon,Oblivious,Snow Cloak,Thick Fat,2,100,100,80,60,60,50,450,55.8,1.1,0.5,0,75,20,1250000,70,0,0,0,0,2,3,Swinub,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
222,Corsola,Coral Pokémon,Hustle,Natural Cure,Regenerator,2,65,55,95,65,95,35,410,5.0,0.6,0.25,0,60,20,800000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1
222,Galarian Corsola,Coral Pokémon,Weak Armor,None,Cursed Body,8,60,55,100,65,100,30,410,5.0,0.6,0.25,0,60,20,800000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1
223,Remoraid,Jet Pokémon,Hustle,Sniper,Moody,2,35,65,35,65,35,65,300,12.0,0.6,0.5,0,190,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0
224,Octillery,Jet Pokémon,Suction Cups,Sniper,Moody,2,75,105,75,105,75,45,480,28.5,0.9,0.5,0,75,20,1000000,70,0,0,0,0,2,2,Remoraid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0
225,Delibird,Delivery Pokémon,Vital Spirit,Hustle,Insomnia,2,45,55,45,65,45,75,330,16.0,0.9,0.5,0,45,20,800000,70,0,0,0,0,1,1,No Preevolution,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,4.0,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0
226,Mantine,Kite Pokémon,Swift Swim,Water Absorb,Water Veil,2,85,40,70,80,140,70,485,220.0,2.1,0.5,0,25,25,1250000,70,0,0,0,0,2,2,Mantyke,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,0
227,Skarmory,Armor Bird Pokémon,Keen Eye,Sturdy,Weak Armor,2,65,80,140,40,70,70,465,50.5,1.7,0.5,0,25,25,1250000,70,0,0,0,0,1,1,No Preevolution,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,1.0,0.5,0.0,0.0,1.0,0.25,1.0,0.5,2.0,1.0,0.25,2.0,0.5,1.0,0.5,1.0,0.5,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0
228,Houndour,Dark Pokémon,Early Bird,Flash Fire,Unnerve,2,45,60,30,80,50,65,330,10.8,0.6,0.5,0,120,20,1250000,35,0,0,0,0,1,2,No Preevolution,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
229,Houndoom,Dark Pokémon,Early Bird,Flash Fire,Unnerve,2,75,90,50,110,80,95,500,35.0,1.4,0.5,0,45,20,1250000,35,0,0,0,1,2,2,Houndour,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
230,Kingdra,Dragon Pokémon,Swift Swim,Sniper,Damp,2,75,95,95,95,95,85,540,152.0,1.8,0.5,0,45,20,1000000,70,0,0,0,0,3,3,Seadra,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.25,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0
231,Phanpy,Long Nose Pokémon,Pickup,None,Sand Veil,2,90,60,60,40,40,40,330,33.5,0.5,0.5,0,120,20,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
232,Donphan,Armor Pokémon,Sturdy,None,Sand Veil,2,90,120,120,60,60,50,500,120.0,1.1,0.5,0,60,20,1000000,70,0,0,0,0,2,2,Phanpy,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
233,Porygon2,Virtual Pokémon,Trace,Download,Analytic,2,85,80,90,105,95,60,515,32.5,0.6,0.5,1,45,20,1000000,70,0,0,0,0,2,3,Porygon,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0
234,Stantler,Big Horn Pokémon,Intimidate,Frisk,Sap Sipper,2,73,95,62,85,65,85,465,71.2,1.4,0.5,0,45,20,1250000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
235,Smeargle,Painter Pokémon,Own Tempo,Technician,Moody,2,55,20,35,20,45,75,250,58.0,1.2,0.5,0,45,20,800000,70,0,0,0,0,1,1,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0
236,Tyrogue,Scuffle Pokémon,Guts,Steadfast,Vital Spirit,2,35,35,35,35,35,35,210,21.0,0.7,1.0,0,75,25,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0
237,Hitmontop,Handstand Pokémon,Intimidate,Technician,Steadfast,2,50,95,95,35,110,70,455,48.0,1.4,1.0,0,45,25,1000000,70,0,0,0,0,2,2,Tyrogue,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0
238,Smoochum,Kiss Pokémon,Oblivious,Forewarn,Hydration,2,45,30,15,85,65,65,305,6.0,0.4,0.0,0,45,25,1000000,70,0,0,0,0,1,2,No Preevolution,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0
