"DexNumber","Name","Type","Abilities","Generation","Hp","Attack","Defense","SpecialAttack","SpecialDefense","Speed","TotalStats","Weight","Height","GenderProbM","Category","CatchRate","EggCycles","EggGroup","LevelingRate","BaseFriendship"
353,"Shuppet","['Ghost']","['Insomnia', 'Frisk', 'Cursed Body']","III",44,75,35,63,33,45,295,2.3,0.6,0.5,"Puppet Pokémon","225","25",['Amorphous'],"Fast
","35
"
354,"Banette","['Ghost']","['Insomnia', 'Frisk', 'Cursed Body']","III",64,115,65,83,63,65,555,12.5,1.1,0.5,"Marionette Pokémon","45","25",['Amorphous'],"Fast
","35
"
355,"Duskull","['Ghost']","['Levitate']","III",20,40,90,30,90,25,295,15.0,0.8,0.5,"Requiem Pokémon","190","25",['Amorphous'],"Fast
","35
"
356,"Dusclops","['Ghost']","['Pressure']","III",40,70,130,60,130,25,455,30.6,1.6,0.5,"Beckon Pokémon","90","25",['Amorphous'],"Fast
","35
"
357,"Tropius","['Grass', 'Flying']","['Chlorophyll', 'Solar Power', 'Harvest']","III",99,68,83,72,87,51,460,100.0,2.0,0.5,"Fruit Pokémon","200","25",['Monster' 'Grass'],"Slow
","70
"
358,"Chimecho","['Psychic']","['Levitate']","III",75,50,80,95,90,65,455,1.0,0.6,0.5,"Wind Chime Pokémon","45","25",['Amorphous'],"Fast
","70
"
359,"Absol","['Dark']","['Pressure', 'Super Luck', 'Justified']","III",65,130,60,75,60,75,565,47.0,1.2,0.5,"Disaster Pokémon","30","25",['Field'],"Medium Slow
","35
"
360,"Wynaut","['Psychic']","['Shadow Tag', 'Telepathy']","III",95,23,48,23,48,23,260,14.0,0.6,0.5,"Bright Pokémon","125","20",['No Eggs Discovered'],"Medium Fast
","70
"
361,"Snorunt","['Ice']","['Inner Focus', 'Ice Body', 'Moody']","III",50,50,50,50,50,50,300,16.8,0.7,0.5,"Snow Hat Pokémon","190","20",['Fairy' 'Mineral'],"Medium Fast
","70
"
362,"Glalie","['Ice']","['Inner Focus', 'Ice Body', 'Moody']","III",80,80,80,80,80,80,580,256.5,1.5,0.5,"Face Pokémon","75","20",['Fairy' 'Mineral'],"Medium Fast
","70
"
363,"Spheal","['Ice', 'Water']","['Thick Fat', 'Ice Body', 'Oblivious']","III",70,40,50,55,50,25,290,39.5,0.8,0.5,"Clap Pokémon","255","20",['Water 1' 'Field'],"Medium Slow
","70
"
364,"Sealeo","['Ice', 'Water']","['Thick Fat', 'Ice Body', 'Oblivious']","III",90,60,70,75,70,45,410,87.6,1.1,0.5,"Ball Roll Pokémon","120","20",['Water 1' 'Field'],"Medium Slow
","70
"
365,"Walrein","['Ice', 'Water']","['Thick Fat', 'Ice Body', 'Oblivious']","III",110,80,90,95,90,65,530,150.6,1.4,0.5,"Ice Break Pokémon","45","20",['Water 1' 'Field'],"Medium Slow
","70
"
366,"Clamperl","['Water']","['Shell Armor', 'Rattled']","III",35,64,85,74,55,32,345,52.5,0.4,0.5,"Bivalve Pokémon","255","20",['Water 1'],"Erratic
","70
"
367,"Huntail","['Water']","['Swift Swim', 'Water Veil']","III",55,104,105,94,75,52,485,27.0,1.7,0.5,"Deep Sea Pokémon","60","20",['Water 1'],"Erratic
","70
"
368,"Gorebyss","['Water']","['Swift Swim', 'Hydration']","III",55,84,105,114,75,52,485,22.6,1.8,0.5,"South Sea Pokémon","60","20",['Water 1'],"Erratic
","70
"
369,"Relicanth","['Water', 'Rock']","['Swift Swim', 'Rock Head', 'Sturdy']","III",100,90,130,45,65,55,485,23.4,1.0,0.875,"Longevity Pokémon","25","40",['Water 1' 'Water 2'],"Slow
","70
"
370,"Luvdisc","['Water']","['Swift Swim', 'Hydration']","III",43,30,55,40,65,97,330,8.7,0.6,0.25,"Rendezvous Pokémon","225","20",['Water 2'],"Fast
","70
"
371,"Bagon","['Dragon']","['Rock Head', 'Sheer Force']","III",45,75,60,40,30,50,300,42.1,0.6,0.5,"Rock Head Pokémon","45","40",['Dragon'],"Slow
","35
"
372,"Shelgon","['Dragon']","['Rock Head', 'Overcoat']","III",65,95,100,60,50,50,420,110.5,1.1,0.5,"Endurance Pokémon","45","40",['Dragon'],"Slow
","35
"
373,"Salamence","['Dragon', 'Flying']","['Intimidate', 'Moxie']","III",95,135,80,110,80,100,700,102.6,1.5,0.5,"Dragon Pokémon","45","40",['Dragon'],"Slow
","35
"
374,"Beldum","['Steel', 'Psychic']","['Clear Body', 'Light Metal']","III",40,55,80,35,60,30,300,95.2,0.6,"","Iron Ball Pokémon","3","40",['Mineral'],"Slow
","35
"
375,"Metang","['Steel', 'Psychic']","['Clear Body', 'Light Metal']","III",60,75,100,55,80,50,420,202.5,1.2,"","Iron Claw Pokémon","3","40",['Mineral'],"Slow
","35
"
376,"Metagross","['Steel', 'Psychic']","['Clear Body', 'Light Metal']","III",80,135,130,95,90,70,700,550.0,1.6,"","Iron Leg Pokémon","3","40",['Mineral'],"Slow
","35
"
377,"Regirock","['Rock']","['Clear Body', 'Sturdy']","III",80,100,200,50,100,50,580,230.0,1.7,"","Rock Peak Pokémon","3","80",['No Eggs Discovered'],"Slow
","35
"
378,"Regice","['Ice']","['Clear Body', 'Ice Body']","III",80,50,100,100,200,50,580,175.0,1.8,"","Iceberg Pokémon","3","80",['No Eggs Discovered'],"Slow
","35
"
379,"Registeel","['Steel']","['Clear Body', 'Light Metal']","III",80,75,150,75,150,50,580,205.0,1.9,"","Iron Pokémon","3","80",['No Eggs Discovered'],"Slow
","35
"
380,"Latias","['Dragon', 'Psychic']","['Levitate']","III",80,80,90,110,130,110,700,40.0,1.4,0.0,"Eon Pokémon","3","120",['No Eggs Discovered'],"Slow
","90
"
381,"Latios","['Dragon', 'Psychic']","['Levitate']","III",80,90,80,130,110,110,700,60.0,2.0,1.0,"Eon Pokémon","3","120",['No Eggs Discovered'],"Slow
","90
"
382,"Kyogre Kyogre","['Water']","['Drizzle']","III",100,100,90,150,140,90,770,352.0,4.5,"","Sea Basin Pokémon","3","120",['No Eggs Discovered'],"Slow
","0
"
383,"Groudon Groudon","['Ground']","['Drought']","III",100,150,140,100,90,90,770,950.0,3.5,"","Continent Pokémon","3","120",['No Eggs Discovered'],"Slow
","0
"
384,"Rayquaza","['Dragon', 'Flying']","['Air Lock']","III",105,150,90,150,90,95,780,206.5,7.0,"","Sky High Pokémon","3","120",['No Eggs Discovered'],"Slow
","0
"
385,"Jirachi","['Steel', 'Psychic']","['Serene Grace']","III",100,100,100,100,100,100,600,1.1,0.3,"","Wish Pokémon","3","120",['No Eggs Discovered'],"Slow
","100
"
386,"Deoxys Normal Forme","['Psychic']","['Pressure']","III",50,150,50,150,50,150,600,60.8,1.7,"","DNA Pokémon","3","120",['No Eggs Discovered'],"Slow
","0
"
386,"Deoxys Attack Forme","['Psychic']","['Pressure']","III",50,180,20,180,20,150,600,60.8,1.7,"","DNA Pokémon","3","120",['No Eggs Discovered'],"Slow
","0
"
386,"Deoxys Defense Forme","['Psychic']","['Pressure']","III",50,70,160,70,160,90,600,60.8,1.7,"","DNA Pokémon","3","120",['No Eggs Discovered'],"Slow
","0
"
386,"Deoxys Speed Forme","['Psychic']","['Pressure']","III",50,95,90,95,90,180,600,60.8,1.7,"","DNA Pokémon","3","120",['No Eggs Discovered'],"Slow
","0
"
387,"Turtwig","['Grass']","['Overgrow', 'Shell Armor']","IV",55,68,64,45,55,31,318,10.2,0.4,0.875,"Tiny Leaf Pokémon","45","20",['Monster' 'Grass'],"Medium Slow
","70
"
388,"Grotle","['Grass']","['Overgrow', 'Shell Armor']","IV",75,89,85,55,65,36,405,97.0,1.1,0.875,"Grove Pokémon","45","20",['Monster' 'Grass'],"Medium Slow
","70
"
389,"Torterra","['Grass', 'Ground']","['Overgrow', 'Shell Armor']","IV",95,109,105,75,85,56,525,310.0,2.2,0.875,"Continent Pokémon","45","20",['Monster' 'Grass'],"Medium Slow
","70
"
390,"Chimchar","['Fire']","['Blaze', 'Iron Fist']","IV",44,58,44,58,44,61,309,6.2,0.5,0.875,"Chimp Pokémon","45","20",['Field' 'Human-Like'],"Medium Slow
","70
"
391,"Monferno","['Fire', 'Fighting']","['Blaze', 'Iron Fist']","IV",64,78,52,78,52,81,405,22.0,0.9,0.875,"Playful Pokémon","45","20",['Field' 'Human-Like'],"Medium Slow
","70
"
392,"Infernape","['Fire', 'Fighting']","['Blaze', 'Iron Fist']","IV",76,104,71,104,71,108,534,55.0,1.2,0.875,"Flame Pokémon","45","20",['Field' 'Human-Like'],"Medium Slow
","70
"
393,"Piplup","['Water']","['Torrent']","IV",53,51,53,61,56,40,314,5.2,0.4,0.875,"Penguin Pokémon","45","20",['Water 1' 'Field'],"Medium Slow
","70
"
394,"Prinplup","['Water']","['Torrent']","IV",64,66,68,81,76,50,405,23.0,0.8,0.875,"Penguin Pokémon","45","20",['Water 1' 'Field'],"Medium Slow
","70
"
395,"Empoleon","['Water', 'Steel']","['Torrent']","IV",84,86,88,111,101,60,530,84.5,1.7,0.875,"Emperor Pokémon","45","20",['Water 1' 'Field'],"Medium Slow
","70
"
396,"Starly","['Normal', 'Flying']","['Keen Eye']","IV",40,55,30,30,30,60,245,2.0,0.3,0.5,"Starling Pokémon","255","15",['Flying'],"Medium Slow
","70
"
397,"Staravia","['Normal', 'Flying']","['Intimidate', 'Reckless']","IV",55,75,50,40,40,80,340,15.5,0.6,0.5,"Starling Pokémon","120","15",['Flying'],"Medium Slow
","70
"
398,"Staraptor","['Normal', 'Flying']","['Intimidate', 'Reckless']","IV",85,120,70,50,60,100,485,24.9,1.2,0.5,"Predator Pokémon","45","15",['Flying'],"Medium Slow
","70
"
399,"Bidoof","['Normal']","['Simple', 'Unaware', 'Moody']","IV",59,45,40,35,40,31,250,20.0,0.5,0.5,"Plump Mouse Pokémon","255","15",['Water 1' 'Field'],"Medium Fast
","70
"
400,"Bibarel","['Normal', 'Water']","['Simple', 'Unaware', 'Moody']","IV",79,85,60,55,60,71,410,31.5,1.0,0.5,"Beaver Pokémon","127","15",['Water 1' 'Field'],"Medium Fast
","70
"
401,"Kricketot","['Bug']","['Shed Skin', 'Run Away']","IV",37,25,41,25,41,25,194,2.2,0.3,0.5,"Cricket Pokémon","255","15",['Bug'],"Medium Slow
","70
"
402,"Kricketune","['Bug']","['Swarm', 'Technician']","IV",77,85,51,55,51,65,384,25.5,1.0,0.5,"Cricket Pokémon","45","15",['Bug'],"Medium Slow
","70
"
403,"Shinx","['Electric']","['Rivalry', 'Intimidate', 'Guts']","IV",45,65,34,40,34,45,263,9.5,0.5,0.5,"Flash Pokémon","235","20",['Field'],"Medium Slow
","70
"
404,"Luxio","['Electric']","['Rivalry', 'Intimidate', 'Guts']","IV",60,85,49,60,49,60,363,30.5,0.9,0.5,"Spark Pokémon","120","20",['Field'],"Medium Slow
","100
"
405,"Luxray","['Electric']","['Rivalry', 'Intimidate', 'Guts']","IV",80,120,79,95,79,70,523,42.0,1.4,0.5,"Gleam Eyes Pokémon","45","20",['Field'],"Medium Slow
","70
"
406,"Budew","['Grass', 'Poison']","['Natural Cure', 'Poison Point', 'Leaf Guard']","IV",40,30,35,50,70,55,280,1.2,0.2,0.5,"Bud Pokémon","255","20",['No Eggs Discovered'],"Medium Slow
","70
"
407,"Roserade","['Grass', 'Poison']","['Natural Cure', 'Poison Point', 'Technician']","IV",60,70,65,125,105,90,515,14.5,0.9,0.5,"Bouquet Pokémon","75","20",['Fairy' 'Grass'],"Medium Slow
","70
"
408,"Cranidos","['Rock']","['Mold Breaker', 'Sheer Force']","IV",67,125,40,30,30,58,350,31.5,0.9,0.875,"Head Butt Pokémon","45","30",['Monster'],"Erratic
","70
"
409,"Rampardos","['Rock']","['Mold Breaker', 'Sheer Force']","IV",97,165,60,65,50,58,495,102.5,1.6,0.875,"Head Butt Pokémon","45","30",['Monster'],"Erratic
","70
"
410,"Shieldon","['Rock', 'Steel']","['Sturdy', 'Soundproof']","IV",30,42,118,42,88,30,350,57.0,0.5,0.875,"Shield Pokémon","45","30",['Monster'],"Erratic
","70
"
411,"Bastiodon","['Rock', 'Steel']","['Sturdy', 'Soundproof']","IV",60,52,168,47,138,30,495,149.5,1.3,0.875,"Shield Pokémon","45","30",['Monster'],"Erratic
","70
"
412,"Burmy Plant Cloak","['Bug']","['Overcoat']","IV",40,29,45,29,45,36,224,3.4,0.2,0.5,"Bagworm Pokémon","120","15",['Bug'],"Medium Fast
","70
"
412,"Burmy Sandy Cloak","['Bug']","['Shed Skin', 'Overcoat']","IV",40,29,45,29,45,36,224,3.4,0.2,0.5,"Bagworm Pokémon","120","15",['Bug'],"Medium Fast
","70
"
412,"Burmy Trash Cloak","['Bug']","['Overcoat']","IV",40,29,45,29,45,36,224,3.4,0.2,0.5,"Bagworm Pokémon","120","15",['Bug'],"Medium Fast
","70
"
413,"Wormadam Plant Cloak","['Bug', 'Grass']","['Overcoat']","IV",60,59,85,79,105,36,424,6.5,0.5,0.0,"Bagworm Pokémon","45","15",['Bug'],"Medium Fast
","70
"
413,"Wormadam Sandy Cloak","['Bug', 'Ground']","['Anticipation', 'Overcoat']","IV",60,79,105,59,85,36,424,6.5,0.5,0.0,"Bagworm Pokémon","45","15",['Bug'],"Medium Fast
","70
"
413,"Wormadam Trash Cloak","['Bug', 'Steel']","['Overcoat']","IV",60,69,95,69,95,36,424,6.5,0.5,0.0,"Bagworm Pokémon","45","15",['Bug'],"Medium Fast
","70
"
414,"Mothim","['Bug', 'Flying']","['Swarm', 'Tinted Lens']","IV",70,94,50,94,50,66,424,23.3,0.9,1.0,"Moth Pokémon","45","15",['Bug'],"Medium Fast
","70
"
415,"Combee","['Bug', 'Flying']","['Honey Gather', 'Hustle']","IV",30,30,42,30,42,70,244,5.5,0.3,0.875,"Tiny Bee Pokémon","120","15",['Bug'],"Medium Slow
","70
"
416,"Vespiquen","['Bug', 'Flying']","['Pressure', 'Unnerve']","IV",70,80,102,80,102,40,474,38.5,1.2,0.0,"Beehive Pokémon","45","15",['Bug'],"Medium Slow
","70
"
417,"Pachirisu","['Electric']","['Run Away', 'Pickup', 'Volt Absorb']","IV",60,45,70,45,90,95,405,3.9,0.4,0.5,"EleSquirrel Pokémon","200","10",['Field' 'Fairy'],"Medium Fast
","100
"
418,"Buizel","['Water']","['Swift Swim', 'Water Veil']","IV",55,65,35,60,30,85,330,29.5,0.7,0.5,"Sea Weasel Pokémon","190","20",['Water 1' 'Field'],"Medium Fast
","70
"
419,"Floatzel","['Water']","['Swift Swim', 'Water Veil']","IV",85,105,55,85,50,115,495,33.5,1.1,0.5,"Sea Weasel Pokémon","75","20",['Water 1' 'Field'],"Medium Fast
","70
"
420,"Cherubi","['Grass']","['Chlorophyll']","IV",45,35,45,62,53,35,275,3.3,0.4,0.5,"Cherry Pokémon","190","20",['Fairy' 'Grass'],"Medium Fast
","70
"
421,"Cherrim Overcast Form","['Grass']","['Flower Gift']","IV",70,90,70,87,117,85,519,9.3,0.5,0.5,"Blossom Pokémon","75","20",['Fairy' 'Grass'],"Medium Fast
","70
"
421,"Cherrim Sunshine Form","['Grass']","['Flower Gift']","IV",70,90,70,87,117,85,519,9.3,0.5,0.5,"Blossom Pokémon","75","20",['Fairy' 'Grass'],"Medium Fast
","70
"
422,"Shellos West Sea","['Water']","['Sticky Hold', 'Storm Drain', 'Sand Force']","IV",76,48,48,57,62,34,325,6.3,0.3,0.5,"Sea Slug Pokémon","190","20",['Water 1' 'Amorphous'],"Medium Fast
","70
"
422,"Shellos East Sea","['Water']","['Sticky Hold', 'Storm Drain', 'Sand Force']","IV",76,48,48,57,62,34,325,6.3,0.3,0.5,"Sea Slug Pokémon","190","20",['Water 1' 'Amorphous'],"Medium Fast
","70
"
423,"Gastrodon West Sea","['Water', 'Ground']","['Sticky Hold', 'Storm Drain', 'Sand Force']","IV",111,83,68,92,82,39,475,29.9,0.9,0.5,"Sea Slug Pokémon","75","20",['Water 1' 'Amorphous'],"Medium Fast
","70
"
423,"Gastrodon East Sea","['Water', 'Ground']","['Sticky Hold', 'Storm Drain', 'Sand Force']","IV",111,83,68,92,82,39,475,29.9,0.9,0.5,"Sea Slug Pokémon","75","20",['Water 1' 'Amorphous'],"Medium Fast
","70
"
424,"Ambipom","['Normal']","['Technician', 'Pickup', 'Skill Link']","IV",75,100,66,60,66,115,482,20.3,1.2,0.5,"Long Tail Pokémon","45","20",['Field'],"Fast
","100
"
425,"Drifloon","['Ghost', 'Flying']","['Aftermath', 'Unburden', 'Flare Boost']","IV",90,50,34,60,44,70,348,1.2,0.4,0.5,"Balloon Pokémon","125","30",['Amorphous'],"Fluctuating
","70
"
426,"Drifblim","['Ghost', 'Flying']","['Aftermath', 'Unburden', 'Flare Boost']","IV",150,80,44,90,54,80,498,15.0,1.2,0.5,"Blimp Pokémon","60","30",['Amorphous'],"Fluctuating
","70
"
427,"Buneary","['Normal']","['Run Away', 'Klutz', 'Limber']","IV",55,66,44,44,56,85,350,5.5,0.4,0.5,"Rabbit Pokémon","190","20",['Field' 'Human-Like'],"Medium Fast
","0
"
428,"Lopunny","['Normal']","['Cute Charm', 'Klutz', 'Limber']","IV",65,76,84,54,96,105,580,33.3,1.2,0.5,"Rabbit Pokémon","60","20",['Field' 'Human-Like'],"Medium Fast
","140
"
429,"Mismagius","['Ghost']","['Levitate']","IV",60,60,60,105,105,105,495,4.4,0.9,0.5,"Magical Pokémon","45","25",['Amorphous'],"Fast
","35
"
430,"Honchkrow","['Dark', 'Flying']","['Insomnia', 'Super Luck', 'Moxie']","IV",100,125,52,105,52,71,505,27.3,0.9,0.5,"Big Boss Pokémon","30","20",['Flying'],"Medium Slow
","35
"
431,"Glameow","['Normal']","['Limber', 'Own Tempo', 'Keen Eye']","IV",49,55,42,42,37,85,310,3.9,0.5,0.25,"Catty Pokémon","190","20",['Field'],"Fast
","70
"
432,"Purugly","['Normal']","['Thick Fat', 'Own Tempo', 'Defiant']","IV",71,82,64,64,59,112,452,43.8,1.0,0.25,"Tiger Cat Pokémon","75","20",['Field'],"Fast
","70
"
433,"Chingling","['Psychic']","['Levitate']","IV",45,30,50,65,50,45,285,0.6,0.2,0.5,"Bell Pokémon","120","25",['No Eggs Discovered'],"Fast
","70
"
434,"Stunky","['Poison', 'Dark']","['Stench', 'Aftermath', 'Keen Eye']","IV",63,63,47,41,41,74,329,19.2,0.4,0.5,"Skunk Pokémon","225","20",['Field'],"Medium Fast
","70
"
435,"Skuntank","['Poison', 'Dark']","['Stench', 'Aftermath', 'Keen Eye']","IV",103,93,67,71,61,84,479,38.0,1.0,0.5,"Skunk Pokémon","60","20",['Field'],"Medium Fast
","70
"
436,"Bronzor","['Steel', 'Psychic']","['Levitate', 'Heatproof', 'Heavy Metal']","IV",57,24,86,24,86,23,300,60.5,0.5,"","Bronze Pokémon","255","20",['Mineral'],"Medium Fast
","70
"
437,"Bronzong","['Steel', 'Psychic']","['Levitate', 'Heatproof', 'Heavy Metal']","IV",67,89,116,79,116,33,500,187.0,1.3,"","Bronze Bell Pokémon","90","20",['Mineral'],"Medium Fast
","70
"
438,"Bonsly","['Rock']","['Sturdy', 'Rock Head', 'Rattled']","IV",50,80,95,10,45,10,290,15.0,0.5,0.5,"Bonsai Pokémon","255","20",['No Eggs Discovered'],"Medium Fast
","70
"
439,"Mime Jr.","['Psychic', 'Fairy']","['Soundproof', 'Filter', 'Technician']","IV",20,25,45,70,90,60,310,13.0,0.6,0.5,"Mime Pokémon","145","25",['No Eggs Discovered'],"Medium Fast
","70
"
440,"Happiny","['Normal']","['Natural Cure', 'Serene Grace', 'Friend Guard']","IV",100,5,5,15,65,30,220,24.4,0.6,0.0,"Playhouse Pokémon","130","40",['No Eggs Discovered'],"Fast
","140
"
441,"Chatot","['Normal', 'Flying']","['Keen Eye', 'Tangled Feet', 'Big Pecks']","IV",76,65,45,92,42,91,411,1.9,0.5,0.5,"Music Note Pokémon","30","20",['Flying'],"Medium Slow
","35
"
442,"Spiritomb","['Ghost', 'Dark']","['Pressure', 'Infiltrator']","IV",50,92,108,92,108,35,485,108.0,1.0,0.5,"Forbidden Pokémon","100","30",['Amorphous'],"Medium Fast
","70
"
443,"Gible","['Dragon', 'Ground']","['Sand Veil', 'Rough Skin']","IV",58,70,45,40,45,42,300,20.5,0.7,0.5,"Land Shark Pokémon","45","40",['Monster' 'Dragon'],"Slow
","70
"
444,"Gabite","['Dragon', 'Ground']","['Sand Veil', 'Rough Skin']","IV",68,90,65,50,55,82,410,56.0,1.4,0.5,"Cave Pokémon","45","40",['Monster' 'Dragon'],"Slow
","70
"
445,"Garchomp","['Dragon', 'Ground']","['Sand Veil', 'Rough Skin']","IV",108,130,95,80,85,102,700,95.0,1.9,0.5,"Mach Pokémon","45","40",['Monster' 'Dragon'],"Slow
","70
"
446,"Munchlax","['Normal']","['Pickup', 'Thick Fat', 'Gluttony']","IV",135,85,40,40,85,5,390,105.0,0.6,0.875,"Big Eater Pokémon","50","40",['No Eggs Discovered'],"Slow
","70
"
447,"Riolu","['Fighting']","['Steadfast', 'Inner Focus', 'Prankster']","IV",40,70,40,35,40,60,285,20.2,0.7,0.875,"Emanation Pokémon","75","25",['No Eggs Discovered'],"Medium Slow
","70
"
448,"Lucario","['Fighting', 'Steel']","['Steadfast', 'Inner Focus', 'Justified']","IV",70,110,70,115,70,90,625,54.0,1.2,0.875,"Aura Pokémon","45","25",['Field' 'Human-Like'],"Medium Slow
","70
"
449,"Hippopotas","['Ground']","['Sand Force']","IV",68,72,78,38,42,32,330,49.5,0.8,0.5,"Hippo Pokémon","140","30",['Field'],"Slow
","70
"
450,"Hippowdon","['Ground']","['Sand Force']","IV",108,112,118,68,72,47,525,300.0,2.0,0.5,"Heavyweight Pokémon","60","30",['Field'],"Slow
","70
"
451,"Skorupi","['Poison', 'Bug']","['Battle Armor', 'Sniper', 'Keen Eye']","IV",40,50,90,30,55,65,330,12.0,0.8,0.5,"Scorpion Pokémon","120","20",['Bug' 'Water 3'],"Slow
","70
"
452,"Drapion","['Poison', 'Dark']","['Battle Armor', 'Sniper', 'Keen Eye']","IV",70,90,110,60,75,95,500,61.5,1.3,0.5,"Ogre Scorpion Pokémon","45","20",['Bug' 'Water 3'],"Slow
","70
"
453,"Croagunk","['Poison', 'Fighting']","['Anticipation', 'Dry Skin', 'Poison Touch']","IV",48,61,40,61,40,50,300,23.0,0.7,0.5,"Toxic Mouth Pokémon","140","10",['Human-Like'],"Medium Fast
","100
"
454,"Toxicroak","['Poison', 'Fighting']","['Anticipation', 'Dry Skin', 'Poison Touch']","IV",83,106,65,86,65,85,490,44.4,1.3,0.5,"Toxic Mouth Pokémon","75","20",['Human-Like'],"Medium Fast
","70
"
455,"Carnivine","['Grass']","['Levitate']","IV",74,100,72,90,72,46,454,27.0,1.4,0.5,"Bug Catcher Pokémon","200","25",['Grass'],"Slow
","70
"
456,"Finneon","['Water']","['Swift Swim', 'Storm Drain', 'Water Veil']","IV",49,49,56,49,61,66,330,7.0,0.4,0.5,"Wing Fish Pokémon","190","20",['Water 2'],"Erratic
","70
"
457,"Lumineon","['Water']","['Swift Swim', 'Storm Drain', 'Water Veil']","IV",69,69,76,69,86,91,460,24.0,1.2,0.5,"Neon Pokémon","75","20",['Water 2'],"Erratic
","70
"
458,"Mantyke","['Water', 'Flying']","['Swift Swim', 'Water Absorb', 'Water Veil']","IV",45,20,50,60,120,50,345,65.0,1.0,0.5,"Kite Pokémon","25","25",['No Eggs Discovered'],"Slow
","70
"
459,"Snover","['Grass', 'Ice']","['Snow Warning', 'Soundproof']","IV",60,62,50,62,60,40,334,50.5,1.0,0.5,"Frost Tree Pokémon","120","20",['Monster' 'Grass'],"Slow
","70
"
460,"Abomasnow","['Grass', 'Ice']","['Snow Warning', 'Soundproof']","IV",90,92,75,92,85,60,594,135.5,2.2,0.5,"Frost Tree Pokémon","60","20",['Monster' 'Grass'],"Slow
","70
"
461,"Weavile","['Dark', 'Ice']","['Pressure', 'Pickpocket']","IV",70,120,65,45,85,125,510,34.0,1.1,0.5,"Sharp Claw Pokémon","45","20",['Field'],"Medium Slow
","35
"
462,"Magnezone","['Electric', 'Steel']","['Magnet Pull', 'Sturdy', 'Analytic']","IV",70,70,115,130,90,60,535,180.0,1.2,"","Magnet Area Pokémon","30","20",['Mineral'],"Medium Fast
","70
"
463,"Lickilicky","['Normal']","['Own Tempo', 'Oblivious', 'Cloud Nine']","IV",110,85,95,80,95,50,515,140.0,1.7,0.5,"Licking Pokémon","30","20",['Monster'],"Medium Fast
","70
"
464,"Rhyperior","['Ground', 'Rock']","['Lightning Rod', 'Solid Rock', 'Reckless']","IV",115,140,130,55,55,40,535,282.8,2.4,0.5,"Drill Pokémon","30","20",['Monster' 'Field'],"Slow
","70
"
465,"Tangrowth","['Grass']","['Chlorophyll', 'Leaf Guard', 'Regenerator']","IV",100,100,125,110,50,50,535,128.6,2.0,0.5,"Vine Pokémon","30","20",['Grass'],"Medium Fast
","70
"
466,"Electivire","['Electric']","['Motor Drive', 'Vital Spirit']","IV",75,123,67,95,85,95,540,138.6,1.8,0.75,"Thunderbolt Pokémon","30","25",['Human-Like'],"Medium Fast
","70
"
467,"Magmortar","['Fire']","['Flame Body', 'Vital Spirit']","IV",75,95,67,125,95,83,540,68.0,1.6,0.75,"Blast Pokémon","30","25",['Human-Like'],"Medium Fast
","70
"
468,"Togekiss","['Fairy', 'Flying']","['Hustle', 'Serene Grace', 'Super Luck']","IV",85,50,95,120,115,80,545,38.0,1.5,0.875,"Jubilee Pokémon","30","10",['Flying' 'Fairy'],"Fast
","70
"
469,"Yanmega","['Bug', 'Flying']","['Speed Boost', 'Tinted Lens', 'Frisk']","IV",86,76,86,116,56,95,515,51.5,1.9,0.5,"Ogre Darner Pokémon","30","20",['Bug'],"Medium Fast
","70
"
