DexNumber,Name,Type1,Type2,Ability1,Ability2,HiddenAbility,Generation,Hp,Attack,Defense,SpecialAttack,SpecialDefense,Speed,TotalStats,Weight,Height,GenderProbM,NoGender,Category,CatchRate,EggCycles,EggGroup1,EggGroup2,LevelingRate,BaseFriendship,IsLegendary,IsMythical,IsUltraBeast,HasMega,EvoStage,TotalEvoStages,PreevoName,DamageFromNormal,DamageFromFighting,DamageFromFlying,DamageFromPoison,DamageFromGround,DamageFromRock,DamageFromBug,DamageFromGhost,DamageFromSteel,DamageFromFire,DamageFromWater,DamageFromGrass,DamageFromElectric,DamageFromPsychic,DamageFromIce,DamageFromDragon,DamageFromDark,DamageFromFairy
328,Trapinch,Ground,Ground,Hyper Cutter,Arena Trap,Sheer Force,3,45,100,45,45,45,10,290,15.0,0.7,0.5,0,Ant Pit Pokémon,255,20,Bug,Dragon,Medium Slow,70,0,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
329,Vibrava,Ground,Dragon,Levitate,None,None,3,50,70,50,50,50,70,340,15.3,1.1,0.5,0,Vibration Pokémon,120,20,Bug,Dragon,Medium Slow,70,0,0,0,0,2,3,Trapinch,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,4.0,2.0,1.0,2.0
330,Flygon,Ground,Dragon,Levitate,None,None,3,80,100,80,80,80,100,520,82.0,2.0,0.5,0,Mystic Pokémon,45,20,Bug,Dragon,Medium Slow,70,0,0,0,0,3,3,Vibrava,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,4.0,2.0,1.0,2.0
331,Cacnea,Grass,Grass,Sand Veil,Water Absorb,None,3,50,85,40,85,40,35,335,51.3,0.4,0.5,0,Cactus Pokémon,190,20,Grass,Human-Like,Medium Slow,35,0,0,0,0,1,2,No Preevolution,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
332,Cacturne,Grass,Dark,Sand Veil,Water Absorb,None,3,70,115,60,115,60,55,475,77.4,1.3,0.5,0,Scarecrow Pokémon,60,20,Grass,Human-Like,Medium Slow,35,0,0,0,0,2,2,Cacnea,1.0,2.0,2.0,2.0,0.5,1.0,4.0,0.5,1.0,2.0,0.5,0.5,0.5,0.0,2.0,1.0,0.5,2.0
333,Swablu,Normal,Flying,Natural Cure,Cloud Nine,None,3,45,40,60,40,75,50,310,1.2,0.4,0.5,0,Cotton Bird Pokémon,255,20,Flying,Dragon,Erratic,70,0,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
334,Altaria,Dragon,Flying,Natural Cure,Cloud Nine,None,3,75,70,90,70,105,80,590,20.6,1.1,0.5,0,Humming Pokémon,45,20,Flying,Dragon,Erratic,70,0,0,0,1,2,2,Swablu,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,0.5,0.5,0.25,1.0,1.0,4.0,2.0,1.0,2.0
335,Zangoose,Normal,Normal,Immunity,Toxic Boost,None,3,73,115,60,60,60,90,458,40.3,1.3,0.5,0,Cat Ferret Pokémon,90,20,Field,No Egg Group,Erratic,70,0,0,0,0,1,1,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
336,Seviper,Poison,Poison,Shed Skin,Infiltrator,None,3,73,100,60,100,60,65,458,52.5,2.7,0.5,0,Fang Snake Pokémon,90,20,Field,Dragon,Fluctuating,70,0,0,0,0,1,1,No Preevolution,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
337,Lunatone,Rock,Psychic,Levitate,None,None,3,90,55,65,95,85,70,460,168.0,1.0,0.5,1,Meteorite Pokémon,45,25,Mineral,No Egg Group,Fast,70,0,0,0,0,1,1,No Preevolution,0.5,1.0,0.5,0.5,2.0,1.0,2.0,2.0,2.0,0.5,2.0,2.0,1.0,0.5,1.0,1.0,2.0,1.0
338,Solrock,Rock,Psychic,Levitate,None,None,3,90,95,85,55,65,70,460,154.0,1.2,0.5,1,Meteorite Pokémon,45,25,Mineral,No Egg Group,Fast,70,0,0,0,0,1,1,No Preevolution,0.5,1.0,0.5,0.5,2.0,1.0,2.0,2.0,2.0,0.5,2.0,2.0,1.0,0.5,1.0,1.0,2.0,1.0
339,Barboach,Water,Ground,Oblivious,Anticipation,Hydration,3,50,48,43,46,41,60,288,1.9,0.4,0.5,0,Whiskers Pokémon,190,20,Water 2,Water 1,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0
340,Whiscash,Water,Ground,Oblivious,Anticipation,Hydration,3,110,78,73,76,71,60,468,23.6,0.9,0.5,0,Whiskers Pokémon,75,20,Water 2,Water 1,Medium Fast,70,0,0,0,0,2,2,Barboach,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0
341,Corphish,Water,Water,Hyper Cutter,Shell Armor,Adaptability,3,43,80,65,50,35,35,308,11.5,0.6,0.5,0,Ruffian Pokémon,205,15,Water 1,Water 3,Fluctuating,70,0,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
342,Crawdaunt,Water,Dark,Hyper Cutter,Shell Armor,Adaptability,3,63,120,85,90,55,55,468,32.8,1.1,0.5,0,Rogue Pokémon,155,15,Water 1,Water 3,Fluctuating,70,0,0,0,0,2,2,Corphish,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,0.5,2.0,2.0,0.0,0.5,1.0,0.5,2.0
343,Baltoy,Ground,Psychic,Levitate,None,None,3,40,40,55,40,70,55,300,21.5,0.5,0.5,1,Clay Doll Pokémon,255,20,Mineral,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.5,2.0,1.0,2.0,1.0
344,Claydol,Ground,Psychic,Levitate,None,None,3,60,70,105,70,120,75,500,108.0,1.5,0.5,1,Clay Doll Pokémon,90,20,Mineral,No Egg Group,Medium Fast,70,0,0,0,0,2,2,Baltoy,1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.5,2.0,1.0,2.0,1.0
345,Lileep,Rock,Grass,Suction Cups,Storm Drain,None,3,66,41,77,61,87,23,355,23.8,1.0,0.875,0,Sea Lily Pokémon,45,30,Water 3,No Egg Group,Erratic,70,0,0,0,0,1,2,No Preevolution,0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0
346,Cradily,Rock,Grass,Suction Cups,Storm Drain,None,3,86,81,97,81,107,43,495,60.4,1.5,0.875,0,Barnacle Pokémon,45,30,Water 3,No Egg Group,Erratic,70,0,0,0,0,2,2,Lileep,0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0
347,Anorith,Rock,Bug,Battle Armor,Swift Swim,None,3,45,95,50,40,50,75,355,12.5,0.7,0.875,0,Old Shrimp Pokémon,45,30,Water 3,No Egg Group,Erratic,70,0,0,0,0,1,2,No Preevolution,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
348,Armaldo,Rock,Bug,Battle Armor,Swift Swim,None,3,75,125,100,70,80,45,495,68.2,1.5,0.875,0,Plate Pokémon,45,30,Water 3,No Egg Group,Erratic,70,0,0,0,0,2,2,Anorith,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
349,Feebas,Water,Water,Swift Swim,Oblivious,Adaptability,3,20,15,20,10,55,80,200,7.4,0.6,0.5,0,Fish Pokémon,255,20,Water 1,Dragon,Erratic,70,0,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
350,Milotic,Water,Water,Marvel Scale,Competitive,Cute Charm,3,95,60,79,100,125,81,540,162.0,6.2,0.5,0,Tender Pokémon,60,20,Water 1,Dragon,Erratic,70,0,0,0,0,2,2,Feebas,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
351,Castform Normal,Normal,Normal,Forecast,None,None,3,70,70,70,70,70,70,420,0.8,0.3,0.5,0,Weather Pokémon,45,25,Fairy,Amorphous,Medium Fast,70,0,0,0,0,1,1,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
351,Castform Sunny Form,Fire,Fire,Forecast,None,None,3,70,70,70,70,70,70,420,0.8,0.3,0.5,0,Weather Pokémon,45,25,Fairy,Amorphous,Medium Fast,70,0,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
351,Castform Rainy Form,Water,Water,Forecast,None,None,3,70,70,70,70,70,70,420,0.8,0.3,0.5,0,Weather Pokémon,45,25,Fairy,Amorphous,Medium Fast,70,0,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
351,Castform Snowy Form,Ice,Ice,Forecast,None,None,3,70,70,70,70,70,70,420,0.8,0.3,0.5,0,Weather Pokémon,45,25,Fairy,Amorphous,Medium Fast,70,0,0,0,0,1,1,No Preevolution,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
352,Kecleon,Normal,Normal,Color Change,None,None,3,60,90,70,60,120,40,440,22.0,1.0,0.5,0,Color Swap Pokémon,200,20,Field,No Egg Group,Medium Slow,70,0,0,0,0,1,1,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
353,Shuppet,Ghost,Ghost,Insomnia,Frisk,Cursed Body,3,44,75,35,63,33,45,295,2.3,0.6,0.5,0,Puppet Pokémon,225,25,Amorphous,No Egg Group,Fast,35,0,0,0,0,1,2,No Preevolution,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
354,Banette,Ghost,Ghost,Insomnia,Frisk,Cursed Body,3,64,115,65,83,63,65,555,12.5,1.1,0.5,0,Marionette Pokémon,45,25,Amorphous,No Egg Group,Fast,35,0,0,0,1,2,2,Shuppet,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
355,Duskull,Ghost,Ghost,Levitate,None,None,3,20,40,90,30,90,25,295,15.0,0.8,0.5,0,Requiem Pokémon,190,25,Amorphous,No Egg Group,Fast,35,0,0,0,0,1,3,No Preevolution,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
356,Dusclops,Ghost,Ghost,Pressure,None,None,3,40,70,130,60,130,25,455,30.6,1.6,0.5,0,Beckon Pokémon,90,25,Amorphous,No Egg Group,Fast,35,0,0,0,0,2,3,Duskull,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
357,Tropius,Grass,Flying,Chlorophyll,Solar Power,Harvest,3,99,68,83,72,87,51,460,100.0,2.0,0.5,0,Fruit Pokémon,200,25,Monster,Grass,Slow,70,0,0,0,0,1,1,No Preevolution,1.0,0.5,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.5,0.25,1.0,1.0,4.0,1.0,1.0,1.0
358,Chimecho,Psychic,Psychic,Levitate,None,None,3,75,50,80,95,90,65,455,1.0,0.6,0.5,0,Wind Chime Pokémon,45,25,Amorphous,No Egg Group,Fast,70,0,0,0,0,2,2,Chingling,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
359,Absol,Dark,Dark,Pressure,Super Luck,Justified,3,65,130,60,75,60,75,565,47.0,1.2,0.5,0,Disaster Pokémon,30,25,Field,No Egg Group,Medium Slow,35,0,0,0,1,1,1,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0
360,Wynaut,Psychic,Psychic,Shadow Tag,Telepathy,None,3,95,23,48,23,48,23,260,14.0,0.6,0.5,0,Bright Pokémon,125,20,No Eggs Discovered,No Egg Group,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
361,Snorunt,Ice,Ice,Inner Focus,Ice Body,Moody,3,50,50,50,50,50,50,300,16.8,0.7,0.5,0,Snow Hat Pokémon,190,20,Fairy,Mineral,Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
362,Glalie,Ice,Ice,Inner Focus,Ice Body,Moody,3,80,80,80,80,80,80,580,256.5,1.5,0.5,0,Face Pokémon,75,20,Fairy,Mineral,Medium Fast,70,0,0,0,1,2,2,Snorunt,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
363,Spheal,Ice,Water,Thick Fat,Ice Body,Oblivious,3,70,40,50,55,50,25,290,39.5,0.8,0.5,0,Clap Pokémon,255,20,Water 1,Field,Medium Slow,70,0,0,0,0,1,3,No Preevolution,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0,1.0
364,Sealeo,Ice,Water,Thick Fat,Ice Body,Oblivious,3,90,60,70,75,70,45,410,87.6,1.1,0.5,0,Ball Roll Pokémon,120,20,Water 1,Field,Medium Slow,70,0,0,0,0,2,3,Spheal,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0,1.0
365,Walrein,Ice,Water,Thick Fat,Ice Body,Oblivious,3,110,80,90,95,90,65,530,150.6,1.4,0.5,0,Ice Break Pokémon,45,20,Water 1,Field,Medium Slow,70,0,0,0,0,3,3,Sealeo,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0,1.0
366,Clamperl,Water,Water,Shell Armor,Rattled,None,3,35,64,85,74,55,32,345,52.5,0.4,0.5,0,Bivalve Pokémon,255,20,Water 1,No Egg Group,Erratic,70,0,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
367,Huntail,Water,Water,Swift Swim,Water Veil,None,3,55,104,105,94,75,52,485,27.0,1.7,0.5,0,Deep Sea Pokémon,60,20,Water 1,No Egg Group,Erratic,70,0,0,0,0,2,2,Clamperl,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
368,Gorebyss,Water,Water,Swift Swim,Hydration,None,3,55,84,105,114,75,52,485,22.6,1.8,0.5,0,South Sea Pokémon,60,20,Water 1,No Egg Group,Erratic,70,0,0,0,0,2,2,Clamperl,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
369,Relicanth,Water,Rock,Swift Swim,Rock Head,Sturdy,3,100,90,130,45,65,55,485,23.4,1.0,0.875,0,Longevity Pokémon,25,40,Water 1,Water 2,Slow,70,0,0,0,0,1,1,No Preevolution,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0
370,Luvdisc,Water,Water,Swift Swim,Hydration,None,3,43,30,55,40,65,97,330,8.7,0.6,0.25,0,Rendezvous Pokémon,225,20,Water 2,No Egg Group,Fast,70,0,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
371,Bagon,Dragon,Dragon,Rock Head,Sheer Force,None,3,45,75,60,40,30,50,300,42.1,0.6,0.5,0,Rock Head Pokémon,45,40,Dragon,No Egg Group,Slow,35,0,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0
372,Shelgon,Dragon,Dragon,Rock Head,Overcoat,None,3,65,95,100,60,50,50,420,110.5,1.1,0.5,0,Endurance Pokémon,45,40,Dragon,No Egg Group,Slow,35,0,0,0,0,2,3,Bagon,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0
373,Salamence,Dragon,Flying,Intimidate,Moxie,None,3,95,135,80,110,80,100,700,102.6,1.5,0.5,0,Dragon Pokémon,45,40,Dragon,No Egg Group,Slow,35,0,0,0,1,3,3,Shelgon,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,0.5,0.5,0.25,1.0,1.0,4.0,2.0,1.0,2.0
374,Beldum,Steel,Psychic,Clear Body,Light Metal,None,3,40,55,80,35,60,30,300,95.2,0.6,0.5,1,Iron Ball Pokémon,3,40,Mineral,No Egg Group,Slow,35,0,0,0,0,1,3,No Preevolution,0.5,1.0,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,2.0,0.5
375,Metang,Steel,Psychic,Clear Body,Light Metal,None,3,60,75,100,55,80,50,420,202.5,1.2,0.5,1,Iron Claw Pokémon,3,40,Mineral,No Egg Group,Slow,35,0,0,0,0,2,3,Beldum,0.5,1.0,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,2.0,0.5
376,Metagross,Steel,Psychic,Clear Body,Light Metal,None,3,80,135,130,95,90,70,700,550.0,1.6,0.5,1,Iron Leg Pokémon,3,40,Mineral,No Egg Group,Slow,35,0,0,0,1,3,3,Metang,0.5,1.0,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,2.0,0.5
377,Regirock,Rock,Rock,Clear Body,Sturdy,None,3,80,100,200,50,100,50,580,230.0,1.7,0.5,1,Rock Peak Pokémon,3,80,No Eggs Discovered,No Egg Group,Slow,35,1,0,0,0,1,1,No Preevolution,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
378,Regice,Ice,Ice,Clear Body,Ice Body,None,3,80,50,100,100,200,50,580,175.0,1.8,0.5,1,Iceberg Pokémon,3,80,No Eggs Discovered,No Egg Group,Slow,35,1,0,0,0,1,1,No Preevolution,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
379,Registeel,Steel,Steel,Clear Body,Light Metal,None,3,80,75,150,75,150,50,580,205.0,1.9,0.5,1,Iron Pokémon,3,80,No Eggs Discovered,No Egg Group,Slow,35,1,0,0,0,1,1,No Preevolution,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5
380,Latias,Dragon,Psychic,Levitate,None,None,3,80,80,90,110,130,110,700,40.0,1.4,0.0,0,Eon Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,90,1,0,0,1,1,1,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0
381,Latios,Dragon,Psychic,Levitate,None,None,3,80,90,80,130,110,110,700,60.0,2.0,1.0,0,Eon Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,90,1,0,0,1,1,1,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0
382,Kyogre Kyogre,Water,Water,Drizzle,None,None,3,100,100,90,150,140,90,770,352.0,4.5,0.5,1,Sea Basin Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,0,1,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
383,Groudon Groudon,Ground,Ground,Drought,None,None,3,100,150,140,100,90,90,770,950.0,3.5,0.5,1,Continent Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,0,1,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
384,Rayquaza,Dragon,Flying,Air Lock,None,None,3,105,150,90,150,90,95,780,206.5,7.0,0.5,1,Sky High Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,0,1,0,0,1,1,1,No Preevolution,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,0.5,0.5,0.25,1.0,1.0,4.0,2.0,1.0,2.0
385,Jirachi,Steel,Psychic,Serene Grace,None,None,3,100,100,100,100,100,100,600,1.1,0.3,0.5,1,Wish Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,100,0,1,0,0,1,1,No Preevolution,0.5,1.0,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,2.0,0.5
386,Deoxys Normal Forme,Psychic,Psychic,Pressure,None,None,3,50,150,50,150,50,150,600,60.8,1.7,0.5,1,DNA Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,0,0,1,0,0,1,1,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
386,Deoxys Attack Forme,Psychic,Psychic,Pressure,None,None,3,50,180,20,180,20,150,600,60.8,1.7,0.5,1,DNA Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,0,0,1,0,0,1,1,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
386,Deoxys Defense Forme,Psychic,Psychic,Pressure,None,None,3,50,70,160,70,160,90,600,60.8,1.7,0.5,1,DNA Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,0,0,1,0,0,1,1,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
386,Deoxys Speed Forme,Psychic,Psychic,Pressure,None,None,3,50,95,90,95,90,180,600,60.8,1.7,0.5,1,DNA Pokémon,3,120,No Eggs Discovered,No Egg Group,Slow,0,0,1,0,0,1,1,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
387,Turtwig,Grass,Grass,Overgrow,Shell Armor,None,4,55,68,64,45,55,31,318,10.2,0.4,0.875,0,Tiny Leaf Pokémon,45,20,Monster,Grass,Medium Slow,70,0,0,0,0,1,3,No Preevolution,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
388,Grotle,Grass,Grass,Overgrow,Shell Armor,None,4,75,89,85,55,65,36,405,97.0,1.1,0.875,0,Grove Pokémon,45,20,Monster,Grass,Medium Slow,70,0,0,0,0,2,3,Turtwig,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
389,Torterra,Grass,Ground,Overgrow,Shell Armor,None,4,95,109,105,75,85,56,525,310.0,2.2,0.875,0,Continent Pokémon,45,20,Monster,Grass,Medium Slow,70,0,0,0,0,3,3,Grotle,1.0,1.0,2.0,1.0,0.5,0.5,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0
390,Chimchar,Fire,Fire,Blaze,Iron Fist,None,4,44,58,44,58,44,61,309,6.2,0.5,0.875,0,Chimp Pokémon,45,20,Field,Human-Like,Medium Slow,70,0,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
391,Monferno,Fire,Fighting,Blaze,Iron Fist,None,4,64,78,52,78,52,81,405,22.0,0.9,0.875,0,Playful Pokémon,45,20,Field,Human-Like,Medium Slow,70,0,0,0,0,2,3,Chimchar,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,0.5,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.5,1.0
392,Infernape,Fire,Fighting,Blaze,Iron Fist,None,4,76,104,71,104,71,108,534,55.0,1.2,0.875,0,Flame Pokémon,45,20,Field,Human-Like,Medium Slow,70,0,0,0,0,3,3,Monferno,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,0.5,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.5,1.0
393,Piplup,Water,Water,Torrent,None,None,4,53,51,53,61,56,40,314,5.2,0.4,0.875,0,Penguin Pokémon,45,20,Water 1,Field,Medium Slow,70,0,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
394,Prinplup,Water,Water,Torrent,None,None,4,64,66,68,81,76,50,405,23.0,0.8,0.875,0,Penguin Pokémon,45,20,Water 1,Field,Medium Slow,70,0,0,0,0,2,3,Piplup,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
395,Empoleon,Water,Steel,Torrent,None,None,4,84,86,88,111,101,60,530,84.5,1.7,0.875,0,Emperor Pokémon,45,20,Water 1,Field,Medium Slow,70,0,0,0,0,3,3,Prinplup,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.25,1.0,0.5,1.0,2.0,0.5,0.25,0.5,1.0,0.5
